,Біграма,Частота
15,ст,0.017925539774126455
92,ни,0.01702196982038469
4,то,0.016144919739499077
54,пр,0.013614166158369103
134,ос,0.013223945172057147
28,ра,0.01279205009982838
21,но,0.012418877603209663
35,ко,0.01155887601201729
10,по,0.01091103340367414
116,ен,0.010545438013585751
79,во,0.010348433243797191
74,ет,0.010340856137266862
23,го,0.010227199539311923
62,не,0.010198785389823188
3,от,0.009785833083920243
55,ре,0.009753630381166344
52,на,0.009747947551268597
150,ли,0.00952063435535872
19,ин,0.00866252704079893
13,ка,0.008533716229783333
121,ов,0.008512879186824928
14,ас,0.00805635851837259
210,ва,0.00795027902694798
243,ик,0.00787829651490985
22,ог,0.007671820361958379
37,ро,0.007652877595632556
18,ри,0.0075486923808405285
47,ал,0.0074066216333968544
253,ак,0.007387678867071031
36,ор,0.007366841824112626
68,он,0.0073308505680935625
192,им,0.007061863286266873
39,да,0.0069027440491299585
70,те,0.006794770281072767
51,ан,0.006643228150466181
137,ся,0.006580717021590965
135,ел,0.006573139915060636
180,де,0.006544725765571901
2,ло,0.0064708489769011905
99,из,0.0063268839528249346
43,ль,0.006311729739764276
33,ес,0.006270055653847465
71,ер,0.006218910184767743
16,та,0.006213227354869996
56,сл,0.006190496035279008
29,ат,0.006181024652116097
57,ед,0.006181024652116097
1,ол,0.006139350566199285
235,ав,0.005959394286103966
30,ти,0.005925297306717483
163,ми,0.005883623220800673
104,ть,0.005860891901209685
247,ве,0.005692301280909859
111,ки,0.0056809356211143655
90,ае,0.005446045318674158
288,ие,0.005411948339287676
156,об,0.005389217019696689
80,ое,0.005303974571230484
86,ив,0.0052054721863362035
42,ил,0.0051543267172564815
241,аз,0.005105075524809341
11,ом,0.005105075524809341
258,ей,0.005033093012771213
154,ла,0.004980053267058908
160,за,0.0049383791811420975
75,тв,0.0049156478615511095
310,аж,0.004695911772171561
110,ек,0.004669391899315409
183,ит,0.004584149450849204
61,тн,0.004584149450849204
144,тр,0.004576572344318875
49,ег,0.0044856470659549235
107,ме,0.004409876000651631
234,оз,0.004402298894121302
25,ис,0.004305690785859604
189,ем,0.0042696995298405396
315,ьс,0.004186351358006918
38,од,0.004178774251476588
155,оп,0.004152254378620436
5,ой,0.004148465825355272
32,че,0.003985558034953192
554,жд,0.003839698734244354
83,га,0.003796130371694961
324,ят,0.003760139115675897
323,ия,0.003724147859656833
34,ск,0.0035972313252738176
177,ну,0.0034892575572166257
48,ле,0.0034778918974211316
143,мо,0.00346842051425822
97,бы,0.0034456891946672325
129,их,0.0034267464283414093
147,ев,0.0034096979386481685
287,зн,0.0033869666190571805
285,еп,0.0033452925331403697
274,ам,0.0033339268733448757
17,ар,0.0032240588286551013
211,аю,0.0031861732960034553
89,ад,0.00310850795406758
46,ма,0.003040313995294617
277,чт,0.0029834856963171473
84,тс,0.0029607543767261597
267,сп,0.002824366459180233
101,бе,0.0028167893526499037
212,тк,0.00272396979765337
198,ны,0.002701238478062382
133,ип,0.002691767094899471
132,ви,0.002691767094899471
322,уп,0.0026349387959220013
27,кр,0.0026311502426568365
82,бо,0.0026254674127590897
209,ши,0.002604630369800684
60,ют,0.002580004773577114
20,нн,0.0025629562838838734
170,со,0.002536436411027721
26,ок,0.002496656601743492
76,вс,0.0024947623251109097
117,ий,0.0024928680484783278
312,оч,0.002428462642970529
205,до,0.0023072289384852606
85,ои,0.0022598720226707026
53,ап,0.0022276693199168034
168,щи,0.002189783787265157
31,ич,0.002146215424715764
219,ум,0.002140532594818017
280,эт,0.0021272726583899406
105,ьн,0.002104541338798953
468,яс,0.002098858508901206
456,лю,0.002093175679003459
257,ыв,0.002064761529514724
66,чи,0.002045818763188901
261,ез,0.002040135933291154
190,мн,0.0020363473800259894
262,му,0.00202877027349566
255,пе,0.0020060389539046726
164,ир,0.00197951908104852
328,йс,0.001956787761457532
375,кт,0.001943527825029456
0,зо,0.0019151136755407212
122,вы,0.0019151136755407212
282,ку,0.0019094308456429744
400,си,0.001877228142889075
515,ющ,0.001877228142889075
151,зи,0.001865862483093581
340,ут,0.0018582853765632518
136,ля,0.0018544968232980872
585,ьз,0.0018336597803396816
115,же,0.001829871227074517
343,тп,0.0018203998439116054
245,ча,0.0018128227373812762
176,жи,0.0017900914177902884
77,се,0.0017900914177902884
91,вн,0.0017484173318734774
321,сн,0.0017484173318734774
215,ии,0.001727580288915072
372,са,0.001716214629119578
100,зб,0.0016896947562634256
138,ян,0.0016878004796308434
64,уд,0.0016726462665701848
289,ее,0.0016688577133050202
184,ры,0.001613923690960133
254,йн,0.0015949809246343098
225,вл,0.0015874038181039806
378,вш,0.0015495182854523342
246,ьк,0.0015324697957590934
238,ди,0.0015286812424939289
185,ым,0.0015097384761681056
94,ще,0.0014926899864748649
172,ру,0.0014889014332097003
213,кн,0.001469958666883877
165,рт,0.0014623815603535479
158,яв,0.0014566987304558009
171,оо,0.0014548044538232185
196,иг,0.0014529101771906363
449,ыл,0.0014377559641299777
264,ня,0.0014188131978041545
78,св,0.0014169189211715723
224,хо,0.0014093418146412429
307,йп,0.001397976154845749
348,иц,0.0013809276651525083
220,вр,0.0013809276651525083
332,зв,0.001367667728724432
103,жа,0.001356302068928938
197,дн,0.001350619239031191
444,оя,0.0013487249623986089
179,гд,0.001331676472705368
182,би,0.0013184165362772919
120,ид,0.0013089451531143803
393,хв,0.0012805310036256455
411,яп,0.0012710596204627339
354,ца,0.00125969396066724
67,ио,0.0012502225775043285
174,ех,0.0012142313214852645
191,ож,0.0011933942785268589
181,еи,0.0011858171719965297
326,лс,0.0011839228953639473
256,зы,0.0011782400654662005
44,ья,0.0011668744056707065
353,лн,0.0011649801290381243
263,сь,0.0011592972991403773
140,ус,0.0011574030225077949
45,ям,0.0011498259159774657
237,ео,0.0011498259159774657
373,ял,0.0011498259159774657
153,тл,0.001134671702916807
457,юб,0.0011176232132235663
431,аи,0.001115728936590984
271,тя,0.0011119403833258193
81,еб,0.00110436327679549
268,ая,0.0011024690001629077
128,дс,0.001096786170265161
95,ту,0.0010835262338370847
88,па,0.0010570063609809323
204,дл,0.0010532178077157675
275,еч,0.0010513235310831853
368,зу,0.001032380764757362
545,иш,0.001032380764757362
514,юд,0.0010285922114921975
311,жн,0.001026697934859615
226,ою,0.0010172265516967035
221,мя,0.0010115437217989567
109,ше,0.0010077551685337921
284,сч,0.0010077551685337921
464,ию,0.001002072338636045
581,яг,0.000966081082616981
113,ун,0.000966081082616981
597,дп,0.0009585039760866518
187,лу,0.0009528211461889048
58,ду,0.0009509268695563225
142,ын,0.0009490325929237402
402,лп,0.000930089826597917
408,зл,0.0009263012733327524
389,йв,0.0009206184434350055
505,фи,0.0009111470602720939
684,бс,0.0009054642303743469
96,аб,0.000894098570578853
405,рг,0.000894098570578853
298,яи,0.0008903100173136884
445,ящ,0.0008884157406811061
567,шь,0.0008865214640485238
336,мп,0.0008846271874159415
374,яю,0.0008808386341507768
123,ый,0.0008789443575181945
173,уж,0.0008751558042530299
547,сх,0.0008732615276204476
169,нс,0.0008675786977227006
579,сю,0.0008543187612946244
436,йи,0.0008467416547642951
610,зж,0.0008410588248665482
403,иб,0.0008391645482339659
480,йш,0.0008372702716013836
667,зь,0.0008353759949688012
644,ню,0.0008334817183362189
291,ыс,0.0008315874417036366
377,бр,0.0008183275052755604
439,зз,0.0008183275052755604
65,ач,0.0008145389520103958
240,сс,0.0008069618454800665
195,пи,0.0008050675688474842
178,уг,0.0008012790155823196
222,як,0.0007993847389497372
309,ув,0.0007955961856845726
41,уи,0.0007766534193587495
387,ьп,0.0007709705894610025
691,дч,0.0007690763128284202
502,тт,0.0007614992062980909
355,ао,0.000755816376400344
207,оу,0.0007520278231351793
491,ьв,0.0007368736100745208
401,йк,0.0007217193970138623
250,др,0.00071982512038128
8,ук,0.0007179308437486977
414,ып,0.0007160365671161153
130,хп,0.0007084594605857861
186,мс,0.0007084594605857861
102,еж,0.0007046709073206214
305,уч,0.000683833864362216
537,ые,0.000683833864362216
214,ги,0.0006762567578318867
575,юн,0.0006648910980363928
540,хн,0.0006611025447712282
555,лв,0.0006573139915060635
269,яо,0.0006573139915060635
175,хи,0.0006535254382408989
342,аг,0.0006497368849757343
73,яе,0.0006459483317105696
188,йт,0.0006345826719150758
217,ул,0.0006288998420173288
50,гр,0.0006251112887521642
141,ты,0.0006232170121195819
194,юп,0.0006194284588544172
112,иу,0.0006137456289566703
276,тч,0.000611851352324088
503,ьи,0.0006042742457937587
281,ах,0.0005929085859982648
87,вп,0.0005910143093656825
59,ую,0.0005910143093656825
223,ых,0.0005853314794679355
376,мв,0.0005815429262027709
218,лк,0.0005720715430398593
358,су,0.0005720715430398593
199,нь,0.0005626001598769477
370,ву,0.0005607058832443654
302,зд,0.0005588116066117831
423,ша,0.0005550230533466185
427,уб,0.0005531287767140362
462,бу,0.0005512345000814538
347,це,0.000545551670183707
72,ря,0.000545551670183707
410,гл,0.0005379745636533776
459,ыт,0.000534186010388213
380,дв,0.000534186010388213
435,хс,0.0005322917337556307
124,йо,0.0005303974571230485
63,еу,0.0005190317973275546
108,еш,0.0005171375206949723
106,см,0.0005152432440623898
146,ке,0.0005057718608994784
364,уш,0.0005057718608994784
139,пу,0.0005000890310017313
419,кл,0.0004944062011039845
292,ьо,0.0004925119244714022
369,яд,0.0004925119244714022
283,кс,0.0004906176478388197
337,пл,0.0004830405413084905
233,мы,0.0004792519880433259
239,ур,0.0004773577114107436
227,юс,0.0004773577114107436
98,ыи,0.00047546343477816125
308,ье,0.00047356915814557895
40,ау,0.000467886328247832
145,вк,0.00046030922171750276
12,мк,0.0004584149450849204
69,нт,0.00045273211518717345
338,рн,0.00044894356192200886
166,йр,0.0004432607320242619
249,ща,0.00044136645539167955
9,кп,0.00044136645539167955
563,ха,0.0004356836254939326
558,ба,0.000431895072228768
208,аш,0.00042621224233102106
509,оэ,0.0004186351358006918
361,яз,0.0004186351358006918
300,яч,0.00041484658253552716
304,яр,0.0004072694760051979
259,йд,0.0004072694760051979
498,уз,0.00040348092274003326
344,кв,0.00040158664610745096
330,ош,0.000395903816209704
518,юв,0.00039211526294453936
149,бл,0.0003864324330467924
553,юи,0.0003826438797816278
395,ге,0.0003826438797816278
350,ай,0.0003826438797816278
384,вд,0.00038074960314904546
316,вт,0.00037885532651646316
216,гу,0.00037696104988388086
442,тб,0.00036938394335355156
313,чн,0.00036938394335355156
203,нд,0.00036938394335355156
388,ык,0.00036748966672096926
430,лт,0.00036748966672096926
152,иа,0.0003637011134558046
560,уо,0.00035991256019064
487,ьм,0.00035801828355805766
299,мл,0.00035422973029289307
341,тз,0.0003523354536603107
461,зп,0.0003523354536603107
329,ох,0.0003504411770277284
114,иж,0.0003485469003951461
230,лл,0.00034665262376256376
446,ды,0.00034475834712998147
119,нп,0.00034475834712998147
406,тд,0.00034096979386481687
335,зе,0.0003390755172322345
381,ух,0.0003371812405996522
383,уе,0.0003352869639670699
517,юк,0.00033339268733448757
586,лч,0.00032960413406932297
426,хк,0.0003277098574367406
574,ьт,0.0003277098574367406
590,чу,0.0003258155808041583
434,гн,0.0003258155808041583
592,сы,0.000323921304171576
452,ец,0.00032202702753899367
416,лы,0.0003163441976412467
248,ещ,0.0003125556443760821
392,уа,0.00031066136774349977
366,дя,0.00031066136774349977
396,яб,0.00031066136774349977
556,рь,0.00030876709111091747
519,рс,0.00030687281447833517
533,оф,0.0003049785378457528
481,рк,0.0003049785378457528
356,ыр,0.0003011899845805882
318,яу,0.00029929570794800587
443,шк,0.00029740143131542357
432,ср,0.00029740143131542357
126,еа,0.00029550715468284127
232,ци,0.000293612878050259
339,мт,0.0002898243247850943
593,йч,0.0002898243247850943
272,хр,0.000287930048152512
24,оа,0.00028603577151992967
600,хт,0.0002822472182547651
306,ьб,0.0002822472182547651
200,ью,0.0002822472182547651
399,ху,0.0002822472182547651
500,зр,0.0002803529416221827
466,йз,0.0002803529416221827
530,чк,0.0002727758350918535
489,дь,0.0002727758350918535
673,лр,0.0002708815584592712
379,йб,0.0002708815584592712
469,мч,0.0002689872818266888
352,нк,0.0002689872818266888
365,шн,0.0002595158986637773
526,ыо,0.0002576216220311949
159,вз,0.0002557273453986126
421,ьд,0.0002557273453986126
447,ыз,0.0002538330687660303
394,ьч,0.0002538330687660303
482,йу,0.0002500445155008657
415,иэ,0.0002462559622357011
93,ищ,0.00024246740897053643
478,иф,0.0002405731323379541
497,вм,0.0002405731323379541
265,йм,0.0002386788557053718
349,вв,0.0002386788557053718
297,зя,0.00023678457907278948
290,тм,0.00023489030244020715
131,дк,0.00023489030244020715
279,тэ,0.00023299602580762485
493,йг,0.00023110174917504253
647,юо,0.00023110174917504253
278,нв,0.0002273131959098779
476,аа,0.00022541891927729558
649,мр,0.00022541891927729558
7,жу,0.00022163036601213095
391,рв,0.00022163036601213095
550,лд,0.00021973608937954863
270,бн,0.0002178418127469663
564,ея,0.000215947536114384
504,рд,0.000215947536114384
127,нг,0.000215947536114384
570,мд,0.00021215898284921938
438,ащ,0.00021215898284921938
472,зс,0.00021215898284921938
118,йл,0.00021026470621663705
470,лз,0.00021026470621663705
569,чь,0.00020837042958405473
236,лб,0.00020837042958405473
362,кк,0.00020837042958405473
538,хл,0.00020647615295147243
333,еэ,0.00020647615295147243
528,ыб,0.0002045818763188901
524,зм,0.00020268759968630778
345,вг,0.00020268759968630778
608,мз,0.00020079332305372548
420,мм,0.00020079332305372548
260,ыч,0.00020079332305372548
507,юч,0.00019889904642114316
360,вя,0.00019889904642114316
523,рм,0.00019700476978856083
303,зк,0.00019700476978856083
451,зг,0.00019700476978856083
467,аэ,0.00019511049315597853
584,ущ,0.00019511049315597853
371,рж,0.00018942766325823158
522,фо,0.00018753338662564926
543,аф,0.00018753338662564926
294,мб,0.00018753338662564926
512,шл,0.00018563910999306696
417,ыш,0.00018374483336048463
548,сд,0.00018374483336048463
602,тг,0.00018374483336048463
532,йе,0.00018374483336048463
693,юр,0.0001818505567279023
161,ях,0.0001818505567279023
632,дж,0.0001818505567279023
266,ьр,0.00017995628009532
317,тж,0.00017806200346273768
424,ьш,0.00017616772683015536
346,нц,0.00017616772683015536
412,ьу,0.00017427345019757306
252,зт,0.00017427345019757306
474,бщ,0.00017048489693240843
202,фа,0.00017048489693240843
363,цу,0.0001685906202998261
628,сб,0.00016669634366724378
418,яж,0.00016669634366724378
576,ыу,0.00016669634366724378
319,рп,0.00016480206703466148
6,йж,0.00016480206703466148
624,бя,0.00016290779040207916
458,пы,0.00016101351376949683
460,лж,0.00015911923713691454
561,йа,0.0001572249605043322
422,гп,0.0001572249605043322
483,уу,0.0001572249605043322
660,фе,0.00015533068387174988
167,ощ,0.00015533068387174988
627,хд,0.00015533068387174988
539,ыд,0.00015533068387174988
454,гс,0.00015343640723916759
542,юз,0.00015343640723916759
484,нч,0.00015154213060658526
566,яя,0.00014964785397400293
301,лг,0.00014964785397400293
531,рш,0.00014964785397400293
441,цо,0.00014775357734142064
562,вч,0.0001458593007088383
603,яа,0.000143965024076256
513,мг,0.000143965024076256
273,кз,0.00014207074744367369
587,хе,0.00014017647081109136
535,ьг,0.00014017647081109136
702,лм,0.00013828219417850906
666,яэ,0.00013828219417850906
357,хч,0.00013828219417850906
433,ыг,0.00013828219417850906
506,ац,0.00013638791754592674
148,вб,0.0001344936409133444
455,сг,0.0001344936409133444
690,хб,0.0001344936409133444
674,дт,0.0001344936409133444
641,цы,0.0001344936409133444
494,пя,0.0001325993642807621
596,йэ,0.0001325993642807621
778,эл,0.0001307050876481798
541,шу,0.00012881081101559746
325,бь,0.00012881081101559746
490,вь,0.00012691653438301516
601,нр,0.00012312798111785054
473,хз,0.00012312798111785054
486,дц,0.00012312798111785054
634,гв,0.00012123370448526821
359,нж,0.00012123370448526821
625,кб,0.00012123370448526821
162,хм,0.00011744515122010358
640,юу,0.00011365659795493895
367,вэ,0.00011365659795493895
495,тф,0.00011176232132235663
622,уя,0.00011176232132235663
386,юл,0.00010986804468977431
327,кд,0.00010986804468977431
477,тц,0.000107973768057192
501,ьл,0.000107973768057192
242,зч,0.000107973768057192
679,лэ,0.00010607949142460969
552,юж,0.00010607949142460969
295,ею,0.00010418521479202736
521,йф,0.00010418521479202736
293,пн,0.00010229093815944505
683,гг,0.00010039666152686274
582,еф,0.00010039666152686274
479,фр,0.00010039666152686274
604,кж,9.66081082616981e-05
251,мж,9.092527836395115e-05
571,сз,9.092527836395115e-05
499,вх,9.092527836395115e-05
471,дд,9.092527836395115e-05
633,шо,8.903100173136884e-05
314,нз,8.713672509878653e-05
228,ьэ,8.713672509878653e-05
637,юэ,8.524244846620422e-05
488,кг,8.524244846620422e-05
296,рб,8.334817183362189e-05
244,кч,8.334817183362189e-05
448,оц,8.334817183362189e-05
611,нб,8.334817183362189e-05
450,гк,7.955961856845727e-05
589,км,7.955961856845727e-05
398,рх,7.955961856845727e-05
407,ьж,7.766534193587494e-05
572,рз,7.766534193587494e-05
520,хг,7.766534193587494e-05
614,юм,7.766534193587494e-05
516,щу,7.577106530329263e-05
397,дш,7.577106530329263e-05
682,мэ,7.577106530329263e-05
616,уэ,7.387678867071032e-05
798,хэ,7.387678867071032e-05
453,цв,7.387678867071032e-05
599,ьа,7.387678867071032e-05
669,нщ,7.387678867071032e-05
583,ыа,7.387678867071032e-05
721,йя,7.1982512038128e-05
409,юг,7.1982512038128e-05
613,рю,7.1982512038128e-05
654,яф,7.008823540554568e-05
653,бв,7.008823540554568e-05
651,пт,7.008823540554568e-05
699,ыэ,7.008823540554568e-05
463,жк,6.819395877296337e-05
286,дз,6.629968214038106e-05
606,сэ,6.629968214038106e-05
748,ыж,6.629968214038106e-05
642,ыя,6.440540550779873e-05
671,йц,6.440540550779873e-05
557,сж,6.251112887521642e-05
700,йх,6.251112887521642e-05
320,пк,6.251112887521642e-05
749,уф,6.251112887521642e-05
681,лф,6.061685224263411e-05
643,дм,6.061685224263411e-05
736,юа,5.872257561005179e-05
612,дб,5.872257561005179e-05
578,кэ,5.872257561005179e-05
465,тх,5.6828298977469476e-05
382,сш,5.6828298977469476e-05
687,рц,5.6828298977469476e-05
125,рл,5.493402234488716e-05
595,ьх,5.493402234488716e-05
680,эг,5.493402234488716e-05
591,бк,5.493402234488716e-05
428,ьф,5.493402234488716e-05
598,хж,5.3039745712304845e-05
771,эм,5.3039745712304845e-05
485,мх,5.3039745712304845e-05
573,дх,5.3039745712304845e-05
664,нм,5.1145469079722526e-05
678,пь,5.1145469079722526e-05
696,жб,5.1145469079722526e-05
511,дг,5.1145469079722526e-05
630,жо,4.925119244714021e-05
620,вщ,4.925119244714021e-05
588,чш,4.925119244714021e-05
231,кц,4.925119244714021e-05
670,бэ,4.7356915814557895e-05
551,дю,4.7356915814557895e-05
437,рч,4.7356915814557895e-05
711,вц,4.7356915814557895e-05
615,чо,4.7356915814557895e-05
752,гт,4.7356915814557895e-05
425,мц,4.5462639181975577e-05
659,жс,4.5462639181975577e-05
492,яй,4.5462639181975577e-05
772,ыф,4.5462639181975577e-05
689,пп,4.5462639181975577e-05
440,ьц,4.5462639181975577e-05
508,пф,4.3568362549393265e-05
648,яц,4.1674085916810946e-05
728,гб,4.1674085916810946e-05
157,жь,4.1674085916810946e-05
770,рр,3.9779809284228634e-05
650,дэ,3.9779809284228634e-05
619,вж,3.9779809284228634e-05
605,нф,3.9779809284228634e-05
229,эн,3.9779809284228634e-05
757,хф,3.9779809284228634e-05
636,гч,3.9779809284228634e-05
534,чр,3.7885532651646315e-05
510,эд,3.7885532651646315e-05
617,цк,3.7885532651646315e-05
334,эк,3.5991256019064e-05
623,шт,3.5991256019064e-05
639,юх,3.4096979386481684e-05
754,сф,3.4096979386481684e-05
475,щн,3.4096979386481684e-05
385,тю,3.4096979386481684e-05
804,зэ,3.4096979386481684e-05
706,юя,3.4096979386481684e-05
741,бч,3.4096979386481684e-05
719,цп,3.2202702753899365e-05
763,юе,3.2202702753899365e-05
698,фт,3.2202702753899365e-05
769,мф,3.2202702753899365e-05
626,шп,3.2202702753899365e-05
565,щь,3.2202702753899365e-05
559,сц,3.2202702753899365e-05
527,яш,3.2202702753899365e-05
753,нл,3.0308426121317053e-05
658,мь,3.0308426121317053e-05
692,рэ,3.0308426121317053e-05
722,цс,3.0308426121317053e-05
792,хя,3.0308426121317053e-05
695,бх,3.0308426121317053e-05
618,уц,2.8414149488734738e-05
536,рщ,2.8414149488734738e-05
746,юш,2.8414149488734738e-05
686,фл,2.8414149488734738e-05
707,чс,2.8414149488734738e-05
677,юц,2.6519872856152423e-05
206,тш,2.6519872856152423e-05
708,пц,2.6519872856152423e-05
635,нх,2.6519872856152423e-05
688,гз,2.6519872856152423e-05
676,пс,2.4625596223570104e-05
201,юф,2.4625596223570104e-05
727,жц,2.4625596223570104e-05
429,чв,2.4625596223570104e-05
668,бм,2.2731319590987788e-05
723,ыщ,2.2731319590987788e-05
525,кф,2.2731319590987788e-05
413,кх,2.2731319590987788e-05
799,эз,2.2731319590987788e-05
549,эр,2.2731319590987788e-05
544,фь,2.2731319590987788e-05
661,рф,2.2731319590987788e-05
621,чл,2.2731319590987788e-05
675,бш,1.8942766325823157e-05
805,зф,1.8942766325823157e-05
638,эс,1.8942766325823157e-05
712,жт,1.8942766325823157e-05
710,гм,1.8942766325823157e-05
655,нэ,1.8942766325823157e-05
716,мш,1.8942766325823157e-05
765,чч,1.8942766325823157e-05
672,жч,1.8942766325823157e-05
768,цм,1.7048489693240842e-05
788,уй,1.7048489693240842e-05
725,хх,1.7048489693240842e-05
747,чп,1.7048489693240842e-05
733,шм,1.7048489693240842e-05
646,тщ,1.7048489693240842e-05
631,шх,1.5154213060658527e-05
809,нш,1.5154213060658527e-05
773,цд,1.5154213060658527e-05
745,гж,1.5154213060658527e-05
496,фу,1.5154213060658527e-05
717,бж,1.5154213060658527e-05
714,гя,1.5154213060658527e-05
665,юю,1.5154213060658527e-05
803,гэ,1.5154213060658527e-05
703,жв,1.5154213060658527e-05
594,лх,1.5154213060658527e-05
546,шв,1.3259936428076211e-05
740,цн,1.3259936428076211e-05
762,зш,1.3259936428076211e-05
629,жр,1.3259936428076211e-05
784,вф,1.3259936428076211e-05
815,эй,1.3259936428076211e-05
685,эв,1.3259936428076211e-05
568,цг,1.1365659795493894e-05
794,кя,1.1365659795493894e-05
718,бп,1.1365659795493894e-05
609,вю,1.1365659795493894e-05
404,пэ,1.1365659795493894e-05
737,ьщ,1.1365659795493894e-05
645,кш,1.1365659795493894e-05
734,бт,1.1365659795493894e-05
726,цч,1.1365659795493894e-05
731,жп,1.1365659795493894e-05
577,цз,1.1365659795493894e-05
751,пв,9.471383162911579e-06
775,бд,9.471383162911579e-06
729,жз,9.471383162911579e-06
713,цб,9.471383162911579e-06
715,пч,9.471383162911579e-06
742,хц,9.471383162911579e-06
787,пб,9.471383162911579e-06
701,пш,7.577106530329263e-06
797,фы,7.577106530329263e-06
652,цт,7.577106530329263e-06
663,йю,7.577106530329263e-06
580,кю,7.577106530329263e-06
774,фм,7.577106530329263e-06
810,дф,7.577106530329263e-06
730,чз,7.577106530329263e-06
776,мщ,5.682829897746947e-06
766,цэ,5.682829897746947e-06
777,чх,5.682829897746947e-06
351,жм,5.682829897746947e-06
607,хш,5.682829897746947e-06
818,гф,5.682829897746947e-06
709,пщ,5.682829897746947e-06
821,жг,5.682829897746947e-06
819,эп,5.682829897746947e-06
705,лц,5.682829897746947e-06
694,жж,5.682829897746947e-06
781,цр,5.682829897746947e-06
783,бб,5.682829897746947e-06
743,бц,5.682829897746947e-06
808,пм,5.682829897746947e-06
811,фф,3.7885532651646317e-06
813,эш,3.7885532651646317e-06
800,йщ,3.7885532651646317e-06
789,пд,3.7885532651646317e-06
801,эф,3.7885532651646317e-06
786,чб,3.7885532651646317e-06
823,жл,3.7885532651646317e-06
796,зц,3.7885532651646317e-06
764,бг,3.7885532651646317e-06
829,ыц,3.7885532651646317e-06
193,мю,3.7885532651646317e-06
739,шс,3.7885532651646317e-06
732,цю,3.7885532651646317e-06
724,цл,3.7885532651646317e-06
656,эи,3.7885532651646317e-06
720,зх,3.7885532651646317e-06
657,гю,3.7885532651646317e-06
759,фс,3.7885532651646317e-06
760,щк,3.7885532651646317e-06
738,бз,3.7885532651646317e-06
761,лш,3.7885532651646317e-06
779,чд,3.7885532651646317e-06
331,шэ,3.7885532651646317e-06
816,зй,1.8942766325823158e-06
828,хю,1.8942766325823158e-06
812,фб,1.8942766325823158e-06
814,фз,1.8942766325823158e-06
827,бю,1.8942766325823158e-06
817,жэ,1.8942766325823158e-06
822,що,1.8942766325823158e-06
826,пж,1.8942766325823158e-06
704,ць,1.8942766325823158e-06
820,шд,1.8942766325823158e-06
825,юй,1.8942766325823158e-06
735,цж,1.8942766325823158e-06
824,гх,1.8942766325823158e-06
697,щв,1.8942766325823158e-06
782,хь,1.8942766325823158e-06
744,ця,1.8942766325823158e-06
807,шр,1.8942766325823158e-06
785,щс,1.8942766325823158e-06
390,ыю,1.8942766325823158e-06
767,эа,1.8942766325823158e-06
790,пз,1.8942766325823158e-06
791,кщ,1.8942766325823158e-06
793,цф,1.8942766325823158e-06
795,фп,1.8942766325823158e-06
758,аь,1.8942766325823158e-06
662,фю,1.8942766325823158e-06
756,чж,1.8942766325823158e-06
755,чя,1.8942766325823158e-06
802,шя,1.8942766325823158e-06
529,лщ,1.8942766325823158e-06
750,фх,1.8942766325823158e-06
780,чг,1.8942766325823158e-06
806,фк,1.8942766325823158e-06
